,Index,action,survey,category,readAction,intention
778,1028,flickTrash,flicking a small paper ball towards my POV,show,True,both
779,1034,blowCandle,blowing out a candle,do,True,instrumental
780,197,swipePhone,Miming scrolling on a phone,pretend,True,none
781,198,blowCandle,Attempting or demonstrating blowing out a candle,show,True,both
782,199,twistCube,Solving a rubix cube,do,True,instrumental
783,200,eraseMark,Attempting to erase something on paper,do,True,instrumental
784,201,dispenseSoap,Perhaps miming measuring something,pretend,False,none
785,205,drawLine,Miming drawing something,pretend,True,none
786,204,crushBottle,Squeezing an empty water bottle,do,True,instrumental
787,196,pressRemote,Miming clicking a remote,pretend,True,none
788,206,tapPhone,They're doing something on their phone,do,True,instrumental
789,208,tweezeTweezer,Miming using tweezers,pretend,True,none
790,209,igniteLighter,Using a lighter,do,True,instrumental
791,202,snipScissors,Miming cutting something using scissors,pretend,True,none
792,195,foldPaper,Folding paper,do,True,instrumental
793,207,peelPostIt,Pulling out a sticky note,do,True,instrumental
794,193,pullTissue,Miming pulling out a tissue from a tissue box,pretend,True,none
795,194,sprayBottle,Miming spraying sunblock,pretend,True,none
796,180,chargePhone,Miming plugging a charger into a phone,pretend,True,none
797,181,closeJar,Opening a jar,do,True,instrumental
798,182,openSnack,"Miming opening a bag of chips, attempting to get the viewer to do so, or help with",pretend,True,both
799,183,openGluestick,Perhaps miming opening a bottle,pretend,True,none
800,184,flickTrash,Miming flicking a piece of trash,pretend,True,none
801,185,zipPlasticBag,Miming closing a zip lock bag,pretend,True,none
802,203,insertAirpod,Miming putting an airpod in their ear,pretend,True,none
803,187,drinkMug,"Miming lifting something up, maybe drinking",pretend,True,none
804,188,openCan,"Miming rolling something, or bekoning",pretend,False,none
805,189,foldNapkin,Miming pulling something in with their forefingers and thumbs,pretend,False,none
806,190,openLid,Miming unscrewing a bottle,pretend,True,none
807,191,brushTableBroom,Cleaning up a piece of trash,do,True,instrumental
808,186,flipPage,Miming turning a page,pretend,True,none
809,192,drinkCup,Miming drinking something,pretend,True,none
810,1068,swipePhone,"The person has one flat hand out while the other hand has one finger that is swiping away from her hand. To me, this indicates scrolling on a phone.",show,True,communicative
811,1069,drinkCup,The person has her hand in a cupping motion and is moving that hand closer to her. This could indicate that she is thirsty or in need of a beverage.,do,True,instrumental
812,1070,drawLine,"The person is imitating holding a pencil and moving her hand horizontally, telling me that she wants me to draw a straight line with the pen and paper in front of us. ",pretend,True,both
813,1071,foldNapkin,The person is folding a paper diagonally into a triangle.,do,True,instrumental
814,1072,zipPlasticBag,The person is sealing a plastic bag,do,True,instrumental
815,1074,openSnack,The person is opening a bag of chips,do,True,instrumental
816,1067,igniteLighter,"The person has one finger out while the rest of her hands make a fist. She is moving the finger up and down, but I am not too sure what she is signaling. This kind of looks like she is pushing down the top of a pen.",pretend,False,none
817,1075,eraseMark,The person is moving one finger in one hand away from her other hand that lays flat on the table,do,False,instrumental
818,1076,peelPostIt,The person is using one hand to pull something apart from her other hand,do,True,instrumental
819,1077,tweezeTweezer,The person has her hand in a fist while the thumb taps the outside of her index finger.,do,False,instrumental
820,1078,twistCube,The person is turning her hand as a way to indicate that she wants me to turn the sides of the rubix cube that is in front of us.,show,True,both
821,1079,dispenseSoap,The person is indicating that she wants to use some hand sanitizer,show,True,both
822,1073,openGluestick,"The person has one hand in a gripping motion while the other pulls away from the gripped hand. There is a glue stick in front of us, indicating that she wants me to open the cap of the glue.",show,True,both
823,1066,openCan,The person is opening a can in front of me,do,True,instrumental
824,1063,sprayBottle,"The person has one finger up and moved it up and down, but I don't exactly know what that gesture means",show,False,none
825,1064,insertAirpod,The person uses a picking up motion and signals that she wants me to use the earbud that is in front of us,show,True,both
826,1062,openLid,"The person is opening the cap of an empty water bottle
",do,True,instrumental
827,1061,pullTissue,The person is grabbing the tissue out of a tissue box ,do,True,instrumental
828,1060,crushBottle,"The person is closing their fist, but they did not close their first very hard so it's difficult to tell what they are communicating. ",show,False,none
829,1059,snipScissors,"The person is closing their fingers together, which could tell me that someone is talking and needs to be quiet. Her hand signal looked like the the same sign people use to indicate that someone is talking.",show,False,both
830,1057,brushTableBroom,The person is signaling that they want me to sweep up the paper using the broom that is sitting in front of us.,show,True,both
831,1056,closeJar,The person is signaling that they want me to close the lid on the jar that is in front of us.,show,True,both
832,1055,blowCandle,The person is blowing out the candle,do,True,instrumental
833,1054,foldPaper,"I honestly can't really tell what this person is doing. They are moving their hands forward and out towards me, but I don't know what they are asking me to do.",unidentified,False,both
834,1053,chargePhone,The person is signaling that they want to plug in their phone.,show,True,both
835,1052,flickTrash,"The person is flicking paper towards my direction, which I feel like is either playful or rude depending on my relationship with the person.",show,True,both
836,1051,pressRemote,"The person is pointing the remote at me and changing the channels, which I feel is slightly rude. ",show,True,both
837,1050,drinkMug,The person is raising their mug up to their mouth.,do,True,instrumental
838,1065,flipPage,"The person imitates the flipping page motion, indicating that she wants me to flip the page of the book in front of us.",pretend,True,both
839,1058,tapPhone,"The person is tapping her hand, indicating that she wants me to check the phone that is in front of us.",show,True,both
840,539,sprayBottle,something smells and they want it to smell good ,show,True,both
841,538,flickTrash,they want a clean environment and they want to flick the mess off ,do,True,both
842,537,pressRemote,showing them that the remote is used like this and you have to press on the buttons ,show,True,both
843,510,dispenseSoap,"a little clap
",do,False,none
844,511,drawLine,writing then pulling away,do,True,instrumental
845,512,tapPhone,saying no,show,False,communicative
846,513,blowCandle,blowing a candle ,do,True,instrumental
847,514,foldNapkin,like shes in trouble and asking you to come here ,show,False,both
848,515,igniteLighter,going to burn something ,do,True,instrumental
849,517,drinkMug,im not sure ,unidentified,False,none
850,518,foldPaper,folding the paper to hide a bad score ,do,True,instrumental
851,519,drinkCup,drinking ,do,True,instrumental
852,520,openCan,they want to drink it but shouldnt have it ,show,True,both
853,521,tweezeTweezer,theyre mad and are using that because they want to let them know theyre mad ,show,False,both
854,522,pullTissue,they want a tissue but not too sure if they should get one,do,True,both
855,516,eraseMark,trying to ease it,do,False,instrumental
856,524,brushTableBroom,playing an invisible instrument ,pretend,False,none
857,523,zipPlasticBag,trying to show someone how to open the bag ,show,True,both
858,536,snipScissors,no communication just showing scissors ,show,True,none
859,535,crushBottle,annoyed /mad/frustrated something didnt happen correctly or went their way,do,False,none
860,534,peelPostIt,they are mad they have to study ,do,False,none
861,533,openLid,saying yeah you opened it correctly and now this is how you are able to drink it but twisting it like this. all the way off,show,True,both
862,531,flipPage,"this one or that one 
",unidentified,False,none
863,532,chargePhone,"putting something into another thing??
im not really sure ",do,False,instrumental
864,529,openSnack,they wanted to open one way but you are telling them it is open this way ,show,True,both
865,528,openGluestick,"being like ""oh man"" like as if something didnt go their way",pretend,False,none
866,527,twistCube,"rotating something 
",do,True,instrumental
867,526,closeJar,showing someone that is the correct way to open something ,show,True,both
868,525,swipePhone,dont know what to do on their phone ,unidentified,True,none
869,530,insertAirpod,they need to listen ,do,False,instrumental
870,316,openGluestick,Opening their chapstick.,do,True,instrumental
871,320,openSnack,Telling me to tear something.,show,False,both
872,317,drinkCup,Telling me to drink.,show,True,both
873,318,blowCandle,Whistling,do,False,none
874,319,tapPhone,Using their phone.,do,True,instrumental
875,321,eraseMark,Telling me to erase the line.,show,True,both
876,328,brushTableBroom,Showing me how to clean.,show,True,both
877,323,flipPage,Flipping a page.,do,True,instrumental
878,324,openLid,Telling me to open a bottle.,show,True,both
879,325,pullTissue,Either moving their hand or telling me to do something.,show,False,both
880,326,closeJar,Closing lid,do,True,instrumental
881,327,twistCube,Either using the rubix cube themself or showing me how to.,do,True,both
882,315,sprayBottle,Showing me how/telling me to spray the sunscreen,show,True,both
883,322,chargePhone,Either just plugging in their phone or showing me how to.,do,True,both
884,314,drinkMug,I think they were trying to show me something but I don't know what.,show,False,none
885,329,snipScissors,Telling me to/showing me how to use scissors.,show,True,both
886,312,insertAirpod,Putting their earbud in.,do,True,instrumental
887,300,flickTrash,Flicking their fingers (potentially telling me to get rid of something in front of me).,show,True,both
888,301,peelPostIt,Telling me to tear off a paper from the note pad.,show,True,both
889,302,drawLine,Drawing a line,do,True,instrumental
890,313,pressRemote,Telling me to use the remote.,show,True,both
891,304,dispenseSoap,Either just putting on hand sanitizer or showing me how to use it.,do,True,both
892,305,openCan,Showing me how to do something but I don't know what.,show,False,both
893,303,igniteLighter,Telling me how to light the lighter.,show,True,both
894,307,crushBottle,Potentially telling me to crush the bottle.,show,True,both
895,308,tweezeTweezer,Trying to show me how to squeeze the tweezers.,show,True,both
896,309,zipPlasticBag,Showing me how to open/close a ziploc bag.,show,True,both
897,310,swipePhone,Telling me to swipe the phone to do/see something.,show,True,both
898,311,foldNapkin,I have no idea.,unidentified,False,none
899,306,foldPaper,Telling me to put my paper on top.,show,True,both
